206,540,171,127,1,0
250,553,177,140,1,0
329,554,191,211,1,0
430,573,210,192,1,0
596,600,168,163,1,0
757,626,124,139,1,0
910,645,145,120,1,0
1033,661,125,102,1,0
537,363,118,74,1,0
588,353,106,67,1,0
624,337,119,66,1,0
660,321,123,61,1,0
719,310,118,62,1,0
773,299,101,60,1,0
801,265,105,80,1,0
834,257,105,79,1,0
872,246,97,81,1,0
911,253,94,60,1,0
947,248,87,58,1,0
974,249,88,46,1,0
991,245,91,47,1,0
1002,243,101,37,1,0
1101,232,47,36,1,0
1083,237,44,39,1,0
1102,224,66,39,1,0
1109,222,79,38,1,0
1116,199,89,54,1,0
1133,190,88,57,1,0
1159,187,79,49,1,0
1239,184,76,39,1,0
1257,182,74,36,1,0
1264,165,81,46,1,0
1279,158,80,46,1,0
1312,164,48,35,1,0
655,261,76,37,1,0
815,410,138,87,1,0
870,392,137,87,1,0
907,376,146,79,1,0
957,364,138,79,1,0
997,333,92,64,1,0
1044,341,112,81,1,0
1105,372,120,78,1,0
1170,393,129,84,1,0
1246,417,114,96,1,0
1213,247,105,61,1,0
1245,308,115,77,1,0
1288,267,71,45,1,0
1321,252,39,39,1,0
853,205,80,50,1,0
895,208,67,41,1,0
924,199,76,43,1,0
958,194,76,43,1,0
985,187,87,46,1,0
1011,152,95,71,1,0
1052,169,64,44,1,0
1156,162,69,30,1,0
1171,155,76,32,1,0
