85,386,83,42,1,0
193,356,61,44,1,0
95,451,83,52,1,0
74,487,94,53,1,0
107,520,77,20,1,0
239,429,58,56,1,0
274,507,89,33,1,0
707,236,55,26,1,0
676,246,53,32,1,0
662,260,45,25,1,0
646,269,51,26,1,0
631,221,35,21,1,0
734,154,33,25,1,0
310,380,15,27,1,0
287,384,19,29,1,0
299,380,17,25,1,0
319,373,14,27,1,0
329,372,12,26,1,0
339,370,14,25,1,0
352,365,14,26,1,0
358,365,16,23,1,0
366,361,18,25,1,0
378,356,14,24,1,0
389,351,15,24,1,0
395,346,15,28,1,0
406,346,17,22,1,0
439,329,16,26,1,0
426,335,19,22,1,0
466,314,22,27,1,0
483,313,14,23,1,0
491,312,16,21,1,0
501,308,20,20,1,0
512,302,18,22,1,0
530,296,21,19,1,0
546,293,19,18,1,0
559,288,22,17,1,0
571,278,14,22,1,0
583,274,17,21,1,0
600,270,13,20,1,0
168,393,15,24,1,1
34,406,17,27,1,1
0,176,10,16,1,1
37,162,10,15,1,1
45,163,10,12,1,1
702,216,7,12,1,1
818,246,8,20,1,1
821,253,10,16,1,1
26,307,12,20,1,1
19,334,13,20,1,1
13,347,12,19,1,1
22,382,18,19,1,1
74,367,14,26,1,0
84,365,14,24,1,0
97,361,15,24,1,0
108,355,14,26,1,0
37,358,15,23,1,1
233,416,10,25,1,1
231,418,7,13,1,1
199,277,12,18,1,1
200,270,8,15,1,1
14,200,21,15,1,0
728,216,6,16,1,1
722,223,19,11,1,0
640,248,9,20,1,1
633,254,8,15,1,1
797,158,7,18,1,1
805,160,7,18,1,1
862,182,9,14,1,1
871,186,6,11,1,1
866,190,6,9,1,1
837,157,10,15,1,1
889,154,8,16,1,1
820,159,15,14,1,0
826,163,6,10,1,1
747,171,7,15,1,1
876,167,7,15,1,1
873,171,12,12,1,0
924,178,8,12,1,1
941,192,8,17,1,1
