8,410,143,115,1,0
84,669,313,95,1,0
144,584,277,113,1,0
222,511,248,105,1,0
288,457,215,95,1,0
322,379,199,118,1,0
352,343,190,109,1,0
383,305,176,108,1,0
423,298,157,79,1,0
450,275,147,70,1,0
447,250,161,69,1,0
484,230,137,63,1,0
510,221,122,47,1,0
522,203,120,45,1,0
535,187,117,46,1,0
543,164,117,50,1,0
559,155,109,41,1,0
571,126,102,61,1,0
572,110,107,60,1,0
592,103,93,57,1,0
266,214,131,78,1,0
304,206,116,54,1,0
331,178,129,59,1,0
363,158,120,55,1,0
393,139,122,50,1,0
415,83,126,89,1,0
438,88,107,62,1,0
531,56,74,39,1,0
535,46,80,41,1,0
1285,283,74,103,1,0
881,256,189,103,1,0
764,172,61,88,1,0
847,183,51,72,1,0
811,158,94,45,1,0
675,647,260,118,1,0
684,565,241,117,1,0
697,507,233,106,1,0
716,400,90,139,1,0
814,406,86,143,1,0
909,421,95,140,1,0
1004,426,101,144,1,0
1103,438,121,162,1,0
1209,437,150,201,1,0
633,74,82,39,1,0
638,68,84,32,1,0
644,48,81,42,1,0
867,58,35,55,1,0
848,39,56,26,1,0
847,29,58,22,1,0
648,37,82,46,1,0
680,36,60,33,1,0
688,30,55,33,1,0
693,24,58,29,1,0
694,17,57,29,1,0
698,13,59,30,1,0
831,11,55,22,1,0
845,0,56,26,1,0
706,7,49,25,1,0
704,2,57,23,1,0
712,0,51,19,1,0
